Thread started: 0
f7f9c04a (.text), f7f85e30 (__get_cpu_features), 
f7f8efc1 (.text), f7f84cd0 (_dl_rtld_di_serinfo), 
f7f9d00c (_dl_rtld_di_serinfo), f7f91930 (_dl_catch_exception), 
f7f9d0f5 (.text), f7f857b0 (_dl_catch_error), 
f7f916e9 (Unknown), ecb2f1f0 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecb35660 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecb49200 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce26b0 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), eccde4c0 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce0770 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce46d0 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce0b90 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce3d80 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecce3970 (_dl_rtld_di_serinfo), 
f7f916e9 (Unknown), ecceb590 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecbb55f0 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2e270 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2dcc0 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2e1c0 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2dd30 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2efb0 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2f320 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecbb56e0 (_dl_rtld_di_serinfo), 
f7f9041b (Unknown), ecb2dc80 (_dl_rtld_di_serinfo), 
f7f9374b (_init), ecac8d20 (_dl_rtld_di_serinfo), 
ecbe4006 (_dl_rtld_di_serinfo), f7f8deb0 (_Unwind_Find_FDE), 
f7f93789 (.text), ecac8720 (_dl_rtld_di_serinfo), 
f7f93789 (.text), ecac8780 (_dl_rtld_di_serinfo), 
f7f93789 (.text), ecac8820 (_dl_rtld_di_serinfo), 
f7f9374b (_init), eccb1418 (_dl_rtld_di_serinfo), 
f7f93789 (.text), eccb1680 (_dl_rtld_di_serinfo), 
ecac8f2f (__libc_csu_init), 566a11b0 (__libc_start_main), 
566a11f4 (frame_dummy), 56619a40 (__libc_csu_init), 
ecac8f9d (main), 56618140 (__libc_start_main), 
ecb2a818 (__libc_malloc), ecb2a950 (__libc_malloc), 
ecbe16a5 (.text), f7f84cd0 (_dl_addr), 
ecbe181d (.text), f7f84ce0 (_dl_addr), 
ecb284d5 (__default_morecore), ecb2bf20 (_IO_str_seekoff), 
ecb9e685 (__kernel_vsyscall), f7f83070 (brk), 
ecb28710 (__default_morecore), ecb2bf20 (_IO_str_seekoff), 
ecba29bd (__kernel_vsyscall), f7f83070 (mmap), 
ecaf8a07 (_IO_default_xsputn), ecb23cc0 (vfprintf), 
ecaf935e (_IO_default_xsputn), ecb23cc0 (vfprintf), 
ecaf8ee4 (_IO_default_xsputn), ecb23cc0 (vfprintf), 
ecb17c04 (_IO_file_setbuf), ecb206f0 (setbuffer), 
ecb23f53 (_IO_file_sync), ecb20550 (_IO_default_xsgetn), 
ecb17c2e (_IO_file_setbuf), ecb206f0 (setbuffer), 
ecb23c98 (_IO_file_underflow), ecb22a30 (_IO_default_uflow), 
ecb23c15 (_IO_file_doallocate), ecb150b0 (_IO_doallocbuf), 
ecb1510e (_IO_file_stat), ecb217a0 (_IO_file_doallocate), 
ecb94bee (__kernel_vsyscall), f7f83070 (__fxstat64), 
ecb22b75 (_IO_file_read), ecb21e50 (_IO_file_underflow), 
ecb95740 (__kernel_vsyscall), f7f83070 (__read), 
ecb23c98 (_IO_str_underflow), ecb25280 (_IO_default_uflow), 
5666cd03 (gtp_loadsgf), 56671c30 (gtp_main_loop), 
ecb951d7 (__kernel_vsyscall), f7f83070 (open), 
ecb22143 (_IO_file_close), ecb206e0 (_IO_file_close_it), 
ecb961ca (__kernel_vsyscall), f7f83070 (__close_nocancel), 
ecb152fd (_IO_file_finish), ecb22270 (fclose), 
ecb2aff9 (__libc_realloc), ecb2b170 (__libc_realloc), 
ecafb3ce (_IO_file_xsputn), ecb21e80 (vfprintf), 
ecb21f3d (_IO_file_overflow), ecb22ce0 (_IO_file_xsputn), 
ecb20817 (_IO_file_write), ecb217c0 (_IO_file_setbuf), 
ecb95810 (__kernel_vsyscall), f7f83070 (write), 
ecb166be (_IO_file_xsputn), ecb21e80 (_IO_fwrite), 
5666cd03 (gtp_gg_genmove), 56674030 (gtp_main_loop), 
566361cd (prepare_for_match), 566357f0 (matchpat_goal_anchor), 
566361e7 (matchpat_loop), 56635920 (matchpat_goal_anchor), 
56635d79 (attack_callback), 56667240 (matchpat_loop), 
566361ee (prepare_for_match), 566357f0 (matchpat_goal_anchor), 
56636208 (matchpat_loop), 56635920 (matchpat_goal_anchor), 
5663621d (prepare_for_match), 566357f0 (matchpat_goal_anchor), 
56636237 (matchpat_loop), 56635920 (matchpat_goal_anchor), 
56635d79 (defense_callback), 56666f40 (matchpat_loop), 
56666f85 (autohelperdefpat0), 56690ad0 (defense_callback), 
56666f85 (autohelperdefpat31), 56690b80 (defense_callback), 
5663623e (prepare_for_match), 566357f0 (matchpat_goal_anchor), 
56636258 (matchpat_loop), 56635920 (matchpat_goal_anchor), 
56635d79 (influence_callback), 56632230 (matchpat_loop), 
566360b9 (prepare_for_match), 566357f0 (matchpat_goal_anchor), 
566360d5 (matchpat_loop), 56635920 (matchpat_goal_anchor), 
566326a3 (autohelperbarrierspat64), 56693da0 (influence_callback), 
566326a3 (autohelperbarrierspat66), 56692190 (influence_callback), 
