Thread started: 0
f7f9d04a (.text), f7f86e30 (__get_cpu_features), 
f7f8ffc1 (.text), f7f85cd0 (_dl_rtld_di_serinfo), 
f7f9e00c (_dl_rtld_di_serinfo), f7f92930 (_dl_catch_exception), 
f7f9e0f5 (.text), f7f867b0 (_dl_catch_error), 
f7f926e9 (Unknown), ec48c1f0 (_dl_rtld_di_serinfo), 
f7f926e9 (Unknown), ec492660 (_dl_rtld_di_serinfo), 
f7f926e9 (Unknown), ec4a6200 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48b1c0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48ac80 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48c320 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48acc0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48ad30 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48b270 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48bfb0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48bf20 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec4ba640 (_dl_rtld_di_serinfo), 
ec541006 (_dl_rtld_di_serinfo), f7f8eeb0 (Unknown), 
f7f9141b (Unknown), ec48b2f0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48b2b0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48b330 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48b5f0 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48ad70 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec48bf60 (_dl_rtld_di_serinfo), 
f7f9141b (Unknown), ec5125f0 (_dl_rtld_di_serinfo), 
f7f9474b (_init), ec425d20 (_dl_rtld_di_serinfo), 
ec541006 (_dl_rtld_di_serinfo), f7f8eeb0 (_Unwind_Find_FDE), 
f7f94789 (.text), ec425720 (_dl_rtld_di_serinfo), 
f7f94789 (.text), ec425780 (_dl_rtld_di_serinfo), 
f7f94789 (.text), ec425820 (_dl_rtld_di_serinfo), 
ec425f2f (__libc_csu_init), 56916210 (__libc_start_main), 
56916254 (frame_dummy), 566e4fa0 (__libc_csu_init), 
ec425f9d (main), 566e4e50 (__libc_start_main), 
ec43a75a (__kernel_vsyscall), f7f84070 (killpg), 
ec48a14c (xmalloc), 56912c10 (_obstack_begin), 
ec487818 (__libc_malloc), ec487950 (__libc_malloc), 
ec53e6a5 (.text), f7f85cd0 (_dl_addr), 
ec53e81d (.text), f7f85ce0 (_dl_addr), 
ec4854d5 (__default_morecore), ec488f20 (_IO_str_seekoff), 
ec4fb685 (__kernel_vsyscall), f7f84070 (brk), 
ec485710 (__default_morecore), ec488f20 (_IO_str_seekoff), 
568e3d52 (c_init_options), 566ebd00 (toplev_main), 
568e3ebb (c_decode_option), 566f2160 (toplev_main), 
568e40f2 (c_common_post_options), 5670d250 (toplev_main), 
ec455a07 (_IO_default_xsputn), ec480cc0 (vfprintf), 
ec457109 (_IO_default_xsputn), ec480cc0 (vfprintf), 
ec455ee4 (_IO_default_xsputn), ec480cc0 (vfprintf), 
ec45635e (_IO_default_xsputn), ec480cc0 (vfprintf), 
567bebbf (ix86_init_machine_status), 568fd5b0 (prepare_function_start), 
56913056 (const_int_htab_eq), 56780770 (htab_find_slot_with_hash), 
569130c3 (const_int_htab_eq), 56780770 (htab_find_slot_with_hash), 
